TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2016,4,15,19,30,10XX HOMER ST,Central Business District,491256.0712,5458279.3725
Other Theft,2016,4,19,8,11,10XX HOMER ST,Central Business District,491256.0712,5458279.3725
Other Theft,2016,5,13,9,9,10XX HOMER ST,Central Business District,491256.0712,5458279.3725
Other Theft,2016,6,4,9,0,10XX HOMER ST,Central Business District,491256.0712,5458279.3725
Other Theft,2016,6,23,21,10,10XX HOMER ST,Central Business District,491256.0712,5458279.3725
Other Theft,2016,9,12,16,8,10XX HOMER ST,Central Business District,491256.0712,5458279.3725
Other Theft,2016,11,5,14,2,10XX HOMER ST,Central Business District,491256.0712,5458279.3725
Other Theft,2016,11,8,21,1,10XX HOMER ST,Central Business District,491256.0712,5458279.3725
Other Theft,2016,11,9,15,47,10XX HOMER ST,Central Business District,491256.0712,5458279.3725
Other Theft,2016,7,11,9,30,10XX HOMER ST,Central Business District,491258.0914,5458281.4311
Other Theft,2016,9,15,9,25,10XX HOMER ST,Central Business District,491258.0914,5458281.4311
Other Theft,2016,10,2,20,34,10XX HOMER ST,Central Business District,491258.0914,5458281.4311
Other Theft,2016,10,9,16,35,10XX HOMER ST,Central Business District,491258.0914,5458281.4311
Other Theft,2016,10,16,15,38,10XX HOMER ST,Central Business District,491258.0914,5458281.4311
Other Theft,2016,12,4,22,11,10XX HOMER ST,Central Business District,491258.0914,5458281.4311
Other Theft,2016,12,11,21,20,10XX HOMER ST,Central Business District,491258.0914,5458281.4311
Other Theft,2016,4,25,17,30,10XX HOMER ST,Central Business District,491262.4136,5458285.8354
Other Theft,2016,8,3,13,46,10XX HOMER ST,Central Business District,491262.4136,5458285.8354
Other Theft,2016,9,1,22,30,10XX HORNBY ST,Central Business District,490814.8532,5458546.1926
Other Theft,2016,5,6,16,16,10XX HORNBY ST,Central Business District,490821.2095,5458565.7773
Other Theft,2016,9,23,21,37,10XX HORNBY ST,Central Business District,490821.2095,5458565.7773
Other Theft,2016,12,23,20,13,10XX HORNBY ST,Central Business District,490821.2095,5458565.7773
Other Theft,2016,6,7,9,35,10XX HORNBY ST,Central Business District,490834.1963,5458565.9821
Other Theft,2016,2,22,15,0,10XX HORNBY ST,Central Business District,490840.644,5458572.5786
Other Theft,2016,3,12,15,30,10XX HORNBY ST,Central Business District,490900.7311,5458647.1341
Other Theft,2016,9,24,5,6,10XX HORNBY ST,Central Business District,490900.7311,5458647.1341
Other Theft,2016,10,10,17,30,10XX HORNBY ST,Central Business District,490900.7311,5458647.1341
Other Theft,2016,12,15,14,30,10XX HORNBY ST,Central Business District,490907.2702,5458640.7425
Other Theft,2016,4,22,7,56,10XX HOWE ST,Central Business District,490869.6779,5458475.5759
Other Theft,2016,4,26,7,28,10XX HOWE ST,Central Business District,490869.6779,5458475.5759
Other Theft,2016,9,11,8,58,10XX HOWE ST,Central Business District,490869.6779,5458475.5759
Other Theft,2016,2,2,13,11,10XX HOWE ST,Central Business District,490901.6577,5458495.1856
Other Theft,2016,2,4,10,0,10XX HOWE ST,Central Business District,490901.6577,5458495.1856
Other Theft,2016,4,27,13,42,10XX HOWE ST,Central Business District,490901.6577,5458495.1856
Other Theft,2016,8,2,14,35,10XX HOWE ST,Central Business District,490943.8893,5458551.4228
Other Theft,2016,10,8,14,0,10XX HOWE ST,Central Business District,490943.8893,5458551.4228
Other Theft,2016,10,16,16,38,10XX HOWE ST,Central Business District,490943.8893,5458551.4228
Other Theft,2016,11,6,16,0,10XX HOWE ST,Central Business District,490943.8893,5458551.4228
Other Theft,2016,6,15,20,34,10XX HOWE ST,Central Business District,490978.1781,5458573.3927
Other Theft,2016,10,29,7,11,10XX IRONWORK PASS,Fairview,490704.2046,5457226.6098
Other Theft,2016,1,2,1,30,10XX JERVIS ST,West End,490346.5898,5459068.5887
Other Theft,2016,3,4,9,0,10XX KEEFER ST,Strathcona,494055.114,5458493.225
Other Theft,2016,4,18,12,0,10XX KINGSWAY AVE,Kensington-Cedar Cottage,494036.9169,5455580.6261
Other Theft,2016,6,6,14,0,10XX LAGOON DR,Stanley Park,489311.1176,5460044.4649
Other Theft,2016,12,1,0,0,10XX LAURIER AVE,Shaughnessy,490641.7782,5455334.6011
Other Theft,2016,11,19,11,40,10XX MAIN ST,Central Business District,492723.7903,5458104.6727
Other Theft,2016,3,17,22,0,10XX MAIN ST,Strathcona,492743.2373,5458089.6091
Other Theft,2016,7,30,14,35,10XX MAIN ST,Strathcona,492743.2373,5458089.6091
Other Theft,2016,8,22,16,43,10XX MAIN ST,Strathcona,492743.2373,5458089.6091
Other Theft,2016,10,1,6,32,10XX MAIN ST,Strathcona,492743.2373,5458089.6091
Other Theft,2016,12,1,9,0,10XX MAIN ST,Strathcona,492743.2373,5458089.6091
Other Theft,2016,6,20,19,35,10XX MAIN ST,Strathcona,492743.6687,5458106.2147
Other Theft,2016,12,7,17,33,10XX MAIN ST,Strathcona,492743.7962,5458111.1348
Other Theft,2016,10,14,23,0,10XX MAINLAND ST,Central Business District,491237.8218,5458108.936
Other Theft,2016,4,1,0,30,10XX MAINLAND ST,Central Business District,491239.896,5458111.0872
Other Theft,2016,4,23,16,51,10XX MAINLAND ST,Central Business District,491256.4853,5458128.293
Other Theft,2016,10,7,17,22,10XX MAINLAND ST,Central Business District,491260.9943,5458119.7955
Other Theft,2016,9,18,18,0,10XX MAINLAND ST,Central Business District,491275.51,5458134.8506
Other Theft,2016,11,24,16,18,10XX MAINLAND ST,Central Business District,491279.0572,5458138.529
Other Theft,2016,1,3,19,16,10XX MAINLAND ST,Central Business District,491281.3693,5458154.1018
Other Theft,2016,1,29,11,0,10XX MAINLAND ST,Central Business District,491283.8046,5458143.4536
Other Theft,2016,5,18,18,0,10XX MAINLAND ST,Central Business District,491283.8046,5458143.4536
Other Theft,2016,12,31,16,3,10XX MAINLAND ST,Central Business District,491283.8046,5458143.4536
Other Theft,2016,1,7,1,0,10XX MAINLAND ST,Central Business District,491293.8113,5458167.0062
Other Theft,2016,2,6,0,30,10XX MAINLAND ST,Central Business District,491302.106,5458175.6091
Other Theft,2016,2,8,12,59,10XX MAINLAND ST,Central Business District,491302.106,5458175.6091
Other Theft,2016,3,18,1,15,10XX MAINLAND ST,Central Business District,491302.106,5458175.6091
Other Theft,2016,5,26,0,1,10XX MAINLAND ST,Central Business District,491302.106,5458175.6091
Other Theft,2016,12,4,1,15,10XX MAINLAND ST,Central Business District,491302.106,5458175.6091
Other Theft,2016,5,7,9,50,10XX MAINLAND ST,Central Business District,491304.5413,5458164.9609
Other Theft,2016,2,2,9,0,10XX MAINLAND ST,Central Business District,491323.2043,5458184.3174
Other Theft,2016,6,17,10,55,10XX MAINLAND ST,Central Business District,491329.4253,5458190.7696
Other Theft,2016,9,27,18,40,10XX MAINLAND ST,Central Business District,491329.4253,5458190.7696
Other Theft,2016,12,1,10,25,10XX MAINLAND ST,Central Business District,491329.4253,5458190.7696
Other Theft,2016,3,22,13,0,10XX MAINLAND ST,Central Business District,491341.8673,5458203.674
Other Theft,2016,9,22,16,36,10XX MARINASIDE CRES,Central Business District,491400.6061,5457863.2867
Other Theft,2016,9,14,21,30,10XX MARINASIDE CRES,Central Business District,491400.994,5457872.4225
Other Theft,2016,9,26,20,0,10XX MARINASIDE CRES,Central Business District,491543.9092,5457836.0862
Other Theft,2016,7,23,7,50,10XX MELVILLE ST,Central Business District,491265.6466,5459162.307
Other Theft,2016,6,1,15,57,10XX NELSON ST,West End,490770.2195,5458792.0291
Other Theft,2016,4,17,1,0,10XX NELSON ST,West End,490793.2792,5458756.378
Other Theft,2016,5,4,0,30,10XX NELSON ST,West End,490793.2792,5458756.378
Other Theft,2016,8,8,0,0,10XX NELSON ST,West End,490793.2792,5458756.378
Other Theft,2016,12,2,16,0,10XX NELSON ST,West End,490794.8878,5458754.7884
Other Theft,2016,7,25,7,30,10XX NELSON ST,West End,490795.9599,5458753.7282
Other Theft,2016,6,1,12,0,10XX ODLUM DR,Grandview-Woodland,494485.128,5458097.8643
Other Theft,2016,7,16,2,17,10XX QUEBEC ST,Central Business District,492584.8048,5458078.3573
Other Theft,2016,4,13,17,56,10XX RICHARDS ST,Central Business District,491180.0977,5458345.9226
Other Theft,2016,4,26,4,0,10XX RICHARDS ST,Central Business District,491180.0977,5458345.9226
Other Theft,2016,10,9,21,3,10XX RICHARDS ST,Central Business District,491181.9337,5458347.7606
Other Theft,2016,2,7,12,15,10XX ROBSON ST,West End,490924.6317,5459091.0189
Other Theft,2016,4,15,17,11,10XX ROBSON ST,West End,490924.6317,5459091.0189
Other Theft,2016,5,19,10,48,10XX ROBSON ST,West End,490924.6317,5459091.0189
Other Theft,2016,9,6,10,30,10XX ROBSON ST,West End,490924.6317,5459091.0189
Other Theft,2016,10,25,16,40,10XX ROBSON ST,West End,490924.6317,5459091.0189
Other Theft,2016,10,24,17,46,10XX ROBSON ST,West End,490928.0905,5459100.4571
Other Theft,2016,3,28,18,0,10XX ROBSON ST,West End,490931.059,5459097.523
Other Theft,2016,4,15,11,30,10XX ROBSON ST,West End,490931.059,5459097.523
Other Theft,2016,5,2,15,15,10XX ROBSON ST,West End,490931.059,5459097.523
Other Theft,2016,5,22,9,30,10XX ROBSON ST,West End,490931.059,5459097.523
Other Theft,2016,11,11,12,3,10XX ROBSON ST,West End,490931.059,5459097.523
Other Theft,2016,11,12,12,2,10XX ROBSON ST,West End,490931.059,5459097.523
Other Theft,2016,1,2,10,35,10XX ROBSON ST,West End,490932.811,5459082.9361
Other Theft,2016,4,12,18,35,10XX ROBSON ST,West End,490932.811,5459082.9361
Other Theft,2016,6,10,16,15,10XX ROBSON ST,West End,490932.811,5459082.9361
Other Theft,2016,3,10,12,2,10XX ROBSON ST,West End,490941.9648,5459086.7458
Other Theft,2016,3,10,12,9,10XX ROBSON ST,West End,490941.9648,5459086.7458
Other Theft,2016,3,31,14,1,10XX ROBSON ST,West End,490949.1698,5459066.7704
Other Theft,2016,8,2,16,9,10XX ROBSON ST,West End,490949.1698,5459066.7704
Other Theft,2016,1,18,18,45,10XX ROBSON ST,West End,490963.7765,5459065.1916
Other Theft,2016,4,10,17,14,10XX ROBSON ST,West End,490963.7765,5459065.1916
Other Theft,2016,6,21,18,0,10XX ROBSON ST,West End,490965.5286,5459050.6047
Other Theft,2016,4,1,13,2,10XX ROBSON ST,West End,490973.6527,5459055.4326
Other Theft,2016,1,26,15,15,10XX ROBSON ST,West End,490974.6824,5459054.4145
Other Theft,2016,3,5,20,0,10XX ROBSON ST,West End,490974.6824,5459054.4145
Other Theft,2016,10,24,19,52,10XX ROBSON ST,West End,490974.6824,5459054.4145
Other Theft,2016,12,9,12,54,10XX ROBSON ST,West End,490974.6824,5459054.4145
Other Theft,2016,10,3,19,5,10XX ROBSON ST,West End,490981.4635,5459034.8584
Other Theft,2016,4,18,17,20,10XX ROBSON ST,West End,490981.8874,5459034.439
Other Theft,2016,4,29,19,10,10XX ROBSON ST,West End,490981.8874,5459034.439
Other Theft,2016,7,5,17,30,10XX ROBSON ST,West End,490981.8874,5459034.439
Other Theft,2016,7,13,18,0,10XX ROBSON ST,West End,490981.8874,5459034.439
Other Theft,2016,11,25,19,30,10XX ROBSON ST,West End,490981.8874,5459034.439
Other Theft,2016,12,12,18,30,10XX ROBSON ST,West End,490981.8874,5459034.439
Other Theft,2016,12,3,19,31,10XX ROBSON ST,West End,490987.3403,5459029.0504
Other Theft,2016,12,29,18,0,10XX ROBSON ST,West End,490987.3403,5459029.0504
Other Theft,2016,6,3,13,51,10XX ROBSON ST,West End,490998.2462,5459018.2733
Other Theft,2016,12,20,10,44,10XX ROBSON ST,West End,491000.9726,5459015.579
Other Theft,2016,1,25,15,40,10XX ROBSON ST,West End,491004.6735,5459024.7773
Other Theft,2016,2,11,17,35,10XX ROBSON ST,West End,491004.6735,5459024.7773
Other Theft,2016,2,14,11,53,10XX ROBSON ST,West End,491004.6735,5459024.7773
Other Theft,2016,2,23,13,34,10XX ROBSON ST,West End,491004.6735,5459024.7773
Other Theft,2016,3,18,16,16,10XX ROBSON ST,West End,491004.6735,5459024.7773
Other Theft,2016,3,30,13,55,10XX ROBSON ST,West End,491004.6735,5459024.7773
Other Theft,2016,4,2,18,30,10XX ROBSON ST,West End,491004.6735,5459024.7773
Other Theft,2016,5,21,19,52,10XX ROBSON ST,West End,491004.6735,5459024.7773
Other Theft,2016,5,29,15,59,10XX ROBSON ST,West End,491004.6735,5459024.7773
Other Theft,2016,6,9,16,57,10XX ROBSON ST,West End,491004.6735,5459024.7773
Other Theft,2016,6,12,13,27,10XX ROBSON ST,West End,491004.6735,5459024.7773
Other Theft,2016,6,17,17,34,10XX ROBSON ST,West End,491004.6735,5459024.7773
Other Theft,2016,7,27,16,51,10XX ROBSON ST,West End,491004.6735,5459024.7773
Other Theft,2016,7,30,14,45,10XX ROBSON ST,West End,491004.6735,5459024.7773
Other Theft,2016,10,9,13,40,10XX ROBSON ST,West End,491004.6735,5459024.7773
Other Theft,2016,12,6,17,50,10XX ROBSON ST,West End,491004.6735,5459024.7773
Other Theft,2016,5,29,15,58,10XX ROBSON ST,West End,491004.9766,5459024.4782
Other Theft,2016,6,8,20,31,10XX ROBSON ST,West End,491004.9766,5459024.4782
Other Theft,2016,7,28,19,11,10XX ROBSON ST,West End,491004.9766,5459024.4782
Other Theft,2016,10,20,14,30,10XX ROBSON ST,West End,491004.9766,5459024.4782
Other Theft,2016,6,3,11,17,10XX ROBSON ST,West End,491012.8529,5459016.6945
Other Theft,2016,6,3,12,37,10XX ROBSON ST,West End,491012.8529,5459016.6945
Other Theft,2016,6,6,12,50,10XX ROBSON ST,West End,491012.8529,5459016.6945
Other Theft,2016,9,26,14,35,10XX ROBSON ST,West End,491012.8529,5459016.6945
Other Theft,2016,12,16,14,30,10XX ROBSON ST,West End,491015.6352,5459001.09
Other Theft,2016,4,2,18,0,10XX ROBSON ST,West End,491018.3058,5459011.3059
Other Theft,2016,4,8,22,21,10XX ROBSON ST,West End,491021.0323,5459008.6116
Other Theft,2016,1,13,11,30,10XX ROBSON ST,West End,491022.7843,5458994.0247
Other Theft,2016,3,5,14,0,10XX ROBSON ST,West End,491022.7843,5458994.0247
Other Theft,2016,2,20,20,30,10XX ROBSON ST,West End,491031.9381,5458997.8345
Other Theft,2016,8,18,14,0,10XX ROBSON ST,West End,491031.9381,5458997.8345
Other Theft,2016,1,5,17,40,10XX ROBSON ST,West End,491033.6902,5458983.2476
Other Theft,2016,1,28,20,31,10XX ROBSON ST,West End,491033.6902,5458983.2476
Other Theft,2016,2,2,19,28,10XX ROBSON ST,West End,491033.6902,5458983.2476
Other Theft,2016,2,15,19,8,10XX ROBSON ST,West End,491033.6902,5458983.2476
Other Theft,2016,3,22,14,13,10XX ROBSON ST,West End,491033.6902,5458983.2476
Other Theft,2016,3,24,20,31,10XX ROBSON ST,West End,491033.6902,5458983.2476
Other Theft,2016,3,26,20,33,10XX ROBSON ST,West End,491033.6902,5458983.2476
Other Theft,2016,2,13,17,38,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2016,2,23,18,55,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2016,2,23,19,15,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2016,3,8,17,59,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2016,3,12,15,32,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2016,4,1,14,20,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2016,4,26,10,45,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2016,5,6,18,56,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2016,6,2,11,6,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2016,6,27,14,26,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2016,7,14,19,55,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2016,7,25,21,0,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2016,8,2,11,45,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2016,9,18,13,33,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2016,10,7,13,10,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2016,11,5,10,36,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2016,7,24,0,0,10XX ROBSON ST,West End,491050.049,5458967.0819
Other Theft,2016,5,21,19,0,10XX ROBSON ST,West End,491058.2284,5458958.9991
Other Theft,2016,6,18,14,51,10XX ROBSON ST,West End,491058.2284,5458958.9991
Other Theft,2016,7,10,18,22,10XX ROBSON ST,West End,491058.2284,5458958.9991
Other Theft,2016,7,30,20,55,10XX ROBSON ST,West End,491058.2284,5458958.9991
Other Theft,2016,10,25,14,30,10XX ROBSON ST,West End,491058.2284,5458958.9991
Other Theft,2016,5,17,16,50,10XX ROBSON ST,West End,491064.6557,5458965.5031
Other Theft,2016,5,28,12,32,10XX ROBSON ST,West End,491064.6557,5458965.5031
Other Theft,2016,6,17,13,45,10XX ROBSON ST,West End,491064.6557,5458965.5031
Other Theft,2016,6,25,11,28,10XX ROBSON ST,West End,491064.6557,5458965.5031
Other Theft,2016,7,30,19,29,10XX ROBSON ST,West End,491064.6557,5458965.5031
Other Theft,2016,7,31,21,6,10XX ROBSON ST,West End,491064.6557,5458965.5031
Other Theft,2016,9,8,10,40,10XX ROBSON ST,West End,491064.6557,5458965.5031
Other Theft,2016,10,18,15,13,10XX ROBSON ST,West End,491064.6557,5458965.5031
Other Theft,2016,11,1,15,5,10XX ROBSON ST,West End,491064.6557,5458965.5031
Other Theft,2016,12,17,10,0,10XX ROBSON ST,West End,491064.6557,5458965.5031
Other Theft,2016,11,3,0,0,10XX SE MARINE DR,Sunset,493875.6666,5450918.9295
Other Theft,2016,3,31,9,57,10XX SEYMOUR ST,Central Business District,491045.7887,5458359.801
Other Theft,2016,1,29,22,0,10XX SEYMOUR ST,Central Business District,491097.2605,5458412.1342
Other Theft,2016,8,6,23,18,10XX SEYMOUR ST,Central Business District,491097.2605,5458412.1342
Other Theft,2016,8,12,10,0,10XX SEYMOUR ST,Central Business District,491123.1765,5458425.444
Other Theft,2016,8,26,19,56,10XX SMITHE ST,West End,490944.0228,5458838.2722
Other Theft,2016,7,29,0,0,10XX STATION ST,Strathcona,492837.9334,5458068.2097
Other Theft,2016,8,3,8,30,10XX STATION ST,Strathcona,492837.9334,5458068.2097
Other Theft,2016,6,29,1,30,10XX W 10TH AVE,Fairview,490728.8461,5456644.6747
Other Theft,2016,1,10,20,30,10XX W 14TH AVE,Fairview,490626.9686,5456224.0783
Other Theft,2016,6,20,3,0,10XX W 32ND AVE,Shaughnessy,490562.242,5454421.4375
Other Theft,2016,4,29,15,29,10XX W 46TH AVE,Oakridge,490499.8246,5452969.8344
Other Theft,2016,5,19,13,30,10XX W 54TH AVE,Oakridge,490507.5039,5452090.3135
Other Theft,2016,4,30,15,30,10XX W 6TH AVE,Fairview,490785.912,5457038.8492
Other Theft,2016,10,14,0,0,10XX W 71ST AVE,Marpole,490409.4956,5450472.6777
Other Theft,2016,10,1,12,0,10XX W 7TH AVE,Fairview,490747.0116,5456937.0494
Other Theft,2016,4,15,11,0,10XX W BROADWAY AVE,Fairview,490626.22,5456754.5226
Other Theft,2016,1,18,9,9,10XX W BROADWAY AVE,Fairview,490632.5913,5456754.3599
Other Theft,2016,7,31,16,55,10XX W BROADWAY AVE,Fairview,490693.1169,5456752.8105
Other Theft,2016,11,10,12,38,10XX W BROADWAY AVE,Fairview,490693.1169,5456752.8105
Other Theft,2016,6,27,15,11,10XX W BROADWAY AVE,Fairview,490747.0374,5456742.2831
Other Theft,2016,7,26,16,0,10XX W BROADWAY AVE,Fairview,490778.893,5456741.4677
Other Theft,2016,5,10,13,30,10XX W BROADWAY AVE,Fairview,490779.127,5456750.6087
Other Theft,2016,4,21,19,14,10XX W CORDOVA ST,Central Business District,491419.7671,5459498.1213
Other Theft,2016,6,6,13,30,10XX W CORDOVA ST,Central Business District,491509.2527,5459459.932
Other Theft,2016,8,18,16,0,10XX W GEORGIA ST,West End,491060.4643,5459205.0704
Other Theft,2016,3,24,17,20,10XX W GEORGIA ST,West End,491087.6048,5459178.1876
Other Theft,2016,5,30,6,30,10XX W GEORGIA ST,Central Business District,491115.4503,5459163.4771
Other Theft,2016,8,29,21,29,10XX W GEORGIA ST,Central Business District,491115.4503,5459163.4771
Other Theft,2016,10,11,19,19,10XX W GEORGIA ST,Central Business District,491115.4503,5459163.4771
Other Theft,2016,10,27,7,42,10XX W GEORGIA ST,Central Business District,491115.4503,5459163.4771
Other Theft,2016,10,28,11,22,10XX W GEORGIA ST,Central Business District,491115.4503,5459163.4771
Other Theft,2016,12,27,13,48,10XX W GEORGIA ST,Central Business District,491115.4503,5459163.4771
Other Theft,2016,1,11,15,58,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,1,31,16,33,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,2,5,16,45,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,2,15,16,33,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,2,20,11,37,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,2,23,13,20,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,3,4,8,30,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,4,1,14,30,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,4,5,12,0,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,4,20,15,30,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,5,6,11,20,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,5,11,11,5,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,5,13,3,0,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,5,22,16,45,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,5,29,11,30,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,6,8,4,39,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,6,11,22,17,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,6,16,9,0,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,6,16,17,30,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,7,25,13,0,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,7,26,0,0,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,8,14,18,0,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,8,15,17,15,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,9,13,10,45,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,9,16,8,49,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,9,22,11,14,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,10,21,3,20,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
Other Theft,2016,4,13,8,30,10XX W GEORGIA ST,West End,491128.3155,5459137.8634
Other Theft,2016,1,25,23,46,10XX W GEORGIA ST,West End,491141.8857,5459124.422
Other Theft,2016,3,23,19,30,10XX W GEORGIA ST,West End,491141.8857,5459124.422
Other Theft,2016,1,15,19,47,10XX W GEORGIA ST,West End,491163.5981,5459102.9158
Other Theft,2016,2,27,10,58,10XX W GEORGIA ST,West End,491171.7403,5459094.8509
Other Theft,2016,3,8,17,42,10XX W GEORGIA ST,West End,491171.7403,5459094.8509
Other Theft,2016,4,30,14,12,10XX W GEORGIA ST,West End,491171.7403,5459094.8509
